cat,a_cat,b_cat,to_x,to_y
571,822,1,267831.880661812,4991299.22915833
572,1361,1,241839.33796682,4964926.66915427
573,195,1,242462.511706472,4968113.04101159
574,315,1,242645.519761848,5001877.15859106
575,315,1,241230.137675661,5001929.52856837
576,223,1,263799.513317544,4962367.35652354
577,2322,1,263153.564445435,4960765.49483438
578,735,1,263309.358369079,4961374.16205344
579,981,1,246486.753758621,5007232.50426892
580,242,1,250790.217635135,5004772.52231358
581,980,1,269851.626504379,4965024.42669218
582,1164,1,268483.661424503,4970307.03448239
583,2322,1,264863.17964277,4960723.67413519
584,1236,1,272648.592638335,4973693.64084595
585,1085,1,255264.290250982,4985321.44152078
586,459,1,258462.856274327,4984305.8001567
587,457,1,264819.151207719,4981735.04495323
588,621,1,249765.373812036,4969429.03611102
589,1976,1,249017.763495362,4968831.19941852
590,2078,1,275953.462708627,4980090.95808238
591,1993,1,286834.811529277,4969681.61531624
592,435,1,271237.191372126,4976623.95646336
593,2087,1,249654.201742503,4993759.989922
594,2008,1,273338.706997065,4970353.32322984
595,948,1,273338.706997065,4970353.32322984
596,661,1,269068.514702291,4965445.41552464
597,34,1,242462.531738974,4968113.04031481
598,5,1,241803.850843517,4966517.79968777
599,1363,1,241803.850843517,4966517.79968777
600,1962,1,241803.850843517,4966517.79968777
601,1854,1,241803.850843517,4966517.79968777
602,1360,1,241803.850843517,4966517.79968777
603,783,1,241839.33796682,4964926.66915427
604,979,1,246449.486343081,5008041.08590388
605,1181,1,241917.972734442,5002105.59604358
606,203,1,240919.333861763,4985897.26715196
607,108,1,240919.310405341,4985897.26905841
608,762,1,258462.856274327,4984305.8001567
609,1994,1,280254.40694163,4968228.50085043
610,734,1,269068.514702291,4965445.41552464
611,1746,1,270471.953404641,4966990.05520169
612,1987,1,278201.02651866,4973195.84649671
613,1132,1,277955.278962543,4971547.11239436
614,1011,1,275012.744596428,4971552.4927664
615,2269,1,276991.298013808,4974811.63661211
616,1515,1,276991.31828009,4974811.63596326
617,550,1,276991.298013808,4974811.63661211
618,2080,1,276991.298013808,4974811.63661211
619,1416,1,276991.31828009,4974811.63596326
620,1700,1,264876.63191787,4965596.25241177
621,300,1,265278.658010821,4971228.18015131
622,1023,1,268483.661424503,4970307.03448239
623,438,1,268672.148825123,4975113.08572165
624,538,1,252055.952406737,5003168.06779409
625,1584,1,263476.48093732,4965186.38663891
626,1856,1,261865.68715225,4965166.06447708
627,293,1,258773.946219596,4969271.1657
628,1006,1,274243.232082301,4976529.12435056
629,2087,1,251343.777632393,4993631.79326895
630,2087,1,250380.573479905,4993709.47224636
631,845,1,249166.161079738,4994232.20489818
632,1234,1,272840.135249325,4974935.47618665
633,1465,1,263389.437059475,4964068.3624748
634,1445,1,261943.709653499,4967740.38656674
635,1696,1,263549.532500173,4967247.55330952
636,1465,1,246023.42012939,4996432.6253123
637,128,1,267335.518530499,4981703.26700053
638,1872,1,243250.782861605,5005139.76243197
639,1584,1,263309.358369079,4961374.16205344
640,1924,1,249654.201742503,4993759.989922
641,1896,1,242645.519761848,5001877.15859106
642,836,1,250790.516563407,5004772.25405484
643,1924,1,251343.777632393,4993631.79326895
644,1924,1,250380.573479905,4993709.47224636
645,846,1,249166.161079738,4994232.20489818
